,Atleta,Equipe Janela Análise,Idade,Liga,Posição
527,Musa Al Tamari,OH Leuven,26,BEL1,EXTREMO
528,N. Chadli,Westerlo,33,BEL1,EXTREMO
529,N. Lang,Club Brugge,23,BEL1,EXTREMO
530,N. Storm,Mechelen,28,BEL1,EXTREMO
531,P. Zinckernagel,Standard Liège,28,BEL1,EXTREMO
532,S. Kiyine,OH Leuven,25,BEL1,EXTREMO
533,T. Buchanan,Club Brugge,24,BEL1,EXTREMO
534,T. Dierckx,Westerlo,28,BEL1,EXTREMO
535,T. Van Den Keybus,Westerlo,22,BEL1,EXTREMO
536,W. Balikwisha,Standard Liège,24,BEL1,EXTREMO
537,Y. Gboho,Cercle Brugge,22,BEL1,EXTREMO
538,A. Castro-Montes,Gent,26,BEL1,LATERAL
539,A. Ciranni,Zulte-Waregem,26,BEL1,LATERAL
540,A. Dønnum,Standard Liège,25,BEL1,LATERAL
541,A. Fadera,Zulte-Waregem,21,BEL1,LATERAL
542,A. Koita,Sint-Truiden,24,BEL1,LATERAL
543,A. Preciado,Genk,25,BEL1,LATERAL
544,A. Skov Olsen,Club Brugge,23,BEL1,LATERAL
545,A. van Hoorenbeeck,Mechelen,24,BEL1,LATERAL
546,B. Bolingoli,Mechelen,27,BEL1,LATERAL
547,B. Meijer,Club Brugge,20,BEL1,LATERAL
548,B. Nieuwkoop,Union Saint-Gilloise,27,BEL1,LATERAL
549,B. Reynolds,Westerlo,22,BEL1,LATERAL
550,Clinton Mata,Club Brugge,30,BEL1,LATERAL
551,D. Hashioka,Sint-Truiden,23,BEL1,LATERAL
552,D. Muñoz,Genk,27,BEL1,LATERAL
553,D. Odoi,Club Brugge,35,BEL1,LATERAL
554,E. Bocat,Sint-Truiden,23,BEL1,LATERAL
555,E. Jordanov,Westerlo,30,BEL1,LATERAL
556,F. Melegoni,Standard Liège,24,BEL1,LATERAL
557,G. Arteaga,Genk,24,BEL1,LATERAL
558,G. Ávila,Antwerp,21,BEL1,LATERAL
559,H. Mendyl,OH Leuven,25,BEL1,LATERAL
560,H. Siquet,Cercle Brugge,21,BEL1,LATERAL
561,J. Barrett Laursen,Standard Liège,28,BEL1,LATERAL
562,J. Bataille,Antwerp,24,BEL1,LATERAL
563,J. Davidson,Eupen,31,BEL1,LATERAL
564,J. Mansoni,RFC Seraing,27,BEL1,LATERAL
565,J. Tchatchoua,Charleroi,21,BEL1,LATERAL
566,J. Van Hecke,Mechelen,21,BEL1,LATERAL
567,K. D'Haene,Kortrijk,32,BEL1,LATERAL
568,K. Nkuba,Charleroi,21,BEL1,LATERAL
569,K. Sardella,Anderlecht,20,BEL1,LATERAL
570,L. Lapoussin,Union Saint-Gilloise,27,BEL1,LATERAL
571,L. Patris,OH Leuven,21,BEL1,LATERAL
572,M. Bruno,Kortrijk,29,BEL1,LATERAL
573,M. De Cuyper,Westerlo,22,BEL1,LATERAL
574,M. Fossey,Standard Liège,24,BEL1,LATERAL
575,M. Murillo,Anderlecht,27,BEL1,LATERAL
576,M. N'Diaye,Anderlecht,20,BEL1,LATERAL
577,M. Poaty,RFC Seraing,25,BEL1,LATERAL
578,M. Samoise,Gent,21,BEL1,LATERAL
579,N. Bitumazala,Eupen,20,BEL1,LATERAL
580,N. Miroshi,Zulte-Waregem,20,BEL1,LATERAL
581,Núrio Fortuna,Gent,28,BEL1,LATERAL
582,O. Deman,Cercle Brugge,23,BEL1,LATERAL
583,O. Drambaev,Zulte-Waregem,21,BEL1,LATERAL
584,O. Sych,Kortrijk,22,BEL1,LATERAL
585,R. Charles-Cook,Eupen,26,BEL1,LATERAL
586,R. De Laet,Antwerp,34,BEL1,LATERAL
587,R. Decostere,Cercle Brugge,25,BEL1,LATERAL
588,R. D'Haese,Oostende,24,BEL1,LATERAL
589,S. Adingra,Union Saint-Gilloise,21,BEL1,LATERAL
590,S. Vines,Antwerp,23,BEL1,LATERAL
591,S. Walsh,Mechelen,28,BEL1,LATERAL
592,T. Ndicka,Oostende,23,BEL1,LATERAL
593,T. Sakamoto,Oostende,26,BEL1,LATERAL
594,T. Somers,Cercle Brugge,24,BEL1,LATERAL
595,Y. Van Genechten,Eupen,22,BEL1,LATERAL
596,A. Amade,Oostende,23,BEL1,MEIO-CAMPO
597,A. da Cruz,Mechelen,26,BEL1,MEIO-CAMPO
598,A. Diawara,Anderlecht,25,BEL1,MEIO-CAMPO
599,A. Francis,Cercle Brugge,22,BEL1,MEIO-CAMPO
600,A. Gholizadeh,Charleroi,26,BEL1,MEIO-CAMPO
601,A. Hjulsager,Gent,28,BEL1,MEIO-CAMPO
602,A. Hosseinzadeh,Charleroi,22,BEL1,MEIO-CAMPO
603,A. Kadri,Kortrijk,22,BEL1,MEIO-CAMPO
604,A. Sissako,Zulte-Waregem,24,BEL1,MEIO-CAMPO
605,A. Vermeeren,Antwerp,18,BEL1,MEIO-CAMPO
606,A. Yusuf,Antwerp,22,BEL1,MEIO-CAMPO
607,A. Zorgane,Charleroi,23,BEL1,MEIO-CAMPO
608,B. El Khannous,Genk,19,BEL1,MEIO-CAMPO
609,B. Heynen,Genk,26,BEL1,MEIO-CAMPO
610,B. Verstraete,Mechelen,29,BEL1,MEIO-CAMPO
611,C. Brüls,Zulte-Waregem,34,BEL1,MEIO-CAMPO
612,C. De Norre,OH Leuven,26,BEL1,MEIO-CAMPO
613,C. Lepoint,RFC Seraing,38,BEL1,MEIO-CAMPO
614,C. McGeehan,Oostende,28,BEL1,MEIO-CAMPO
615,C. Nielsen,Club Brugge,29,BEL1,MEIO-CAMPO
616,C. Puertas,Union Saint-Gilloise,24,BEL1,MEIO-CAMPO
617,C. Vanhoutte,Cercle Brugge,24,BEL1,MEIO-CAMPO
618,D. Heymans,Charleroi,23,BEL1,MEIO-CAMPO
619,D. Hotič,Cercle Brugge,27,BEL1,MEIO-CAMPO
620,D. Lavalée,Mechelen,26,BEL1,MEIO-CAMPO
621,F. Boya,Sint-Truiden,26,BEL1,MEIO-CAMPO
622,F. Selemani,Kortrijk,29,BEL1,MEIO-CAMPO
623,G. Cimirot,Standard Liège,30,BEL1,MEIO-CAMPO
624,G. Magnée,Eupen,23,BEL1,MEIO-CAMPO
625,H. Keita,Kortrijk,20,BEL1,MEIO-CAMPO
626,H. Van der Bruggen,Cercle Brugge,30,BEL1,MEIO-CAMPO
627,H. Vanaken,Club Brugge,30,BEL1,MEIO-CAMPO
628,Hyun-Seok Hong,Gent,24,BEL1,MEIO-CAMPO
629,I. Christie-Davies,Eupen,25,BEL1,MEIO-CAMPO
630,J. De Sart,Gent,28,BEL1,MEIO-CAMPO
631,J. Dom,OH Leuven,33,BEL1,MEIO-CAMPO
632,J. Ekkelenkamp,Antwerp,23,BEL1,MEIO-CAMPO
633,J. Jeggo,Eupen,30,BEL1,MEIO-CAMPO
634,K. Arnstad,Anderlecht,19,BEL1,MEIO-CAMPO
635,K. Malinov,OH Leuven,29,BEL1,MEIO-CAMPO
636,K. Mrabti,Mechelen,29,BEL1,MEIO-CAMPO
637,Kenny Rocha Santos,Oostende,23,BEL1,MEIO-CAMPO
638,L. Amani,Union Saint-Gilloise,25,BEL1,MEIO-CAMPO
639,L. Refaelov,Anderlecht,37,BEL1,MEIO-CAMPO
640,L. Van Eenoo,Westerlo,32,BEL1,MEIO-CAMPO
641,Leonardo Lopes,Cercle Brugge,24,BEL1,MEIO-CAMPO
642,M. Ashimeru,Anderlecht,25,BEL1,MEIO-CAMPO
643,M. Cachbach,RFC Seraing,21,BEL1,MEIO-CAMPO
644,M. Fixelles,Westerlo,26,BEL1,MEIO-CAMPO
645,M. Ilaimaharitra,Charleroi,27,BEL1,MEIO-CAMPO
646,M. Keita,Antwerp,21,BEL1,MEIO-CAMPO
647,M. Konaté,Sint-Truiden,29,BEL1,MEIO-CAMPO
648,M. Maertens,OH Leuven,28,BEL1,MEIO-CAMPO
649,N. Bätzner,Oostende,23,BEL1,MEIO-CAMPO
650,N. Madsen,Westerlo,23,BEL1,MEIO-CAMPO
651,N. Raskin,Standard Liège,21,BEL1,MEIO-CAMPO
652,N. Rommens,Zulte-Waregem,28,BEL1,MEIO-CAMPO
653,O. El Azzouzi,Union Saint-Gilloise,22,BEL1,MEIO-CAMPO
654,P. Gerkens,Antwerp,28,BEL1,MEIO-CAMPO
655,P. Hrošovský,Genk,31,BEL1,MEIO-CAMPO
656,R. Morioka,Charleroi,32,BEL1,MEIO-CAMPO
657,R. Onyedika,Club Brugge,22,BEL1,MEIO-CAMPO
658,R. Schoofs,Mechelen,29,BEL1,MEIO-CAMPO
659,S. Alzate,Standard Liège,24,BEL1,MEIO-CAMPO
660,S. Dewaele,Oostende,24,BEL1,MEIO-CAMPO
661,S. Kums,Gent,35,BEL1,MEIO-CAMPO
662,S. Lahssaini,RFC Seraing,24,BEL1,MEIO-CAMPO
663,S. Lončar,Kortrijk,26,BEL1,MEIO-CAMPO
664,S. Lynen,Union Saint-Gilloise,24,BEL1,MEIO-CAMPO
665,S. Mvoué,RFC Seraing,21,BEL1,MEIO-CAMPO
666,S. Okazaki,Sint-Truiden,37,BEL1,MEIO-CAMPO
667,S. Peeters,Eupen,31,BEL1,MEIO-CAMPO
668,S. Schrijvers,OH Leuven,26,BEL1,MEIO-CAMPO
669,S. Sissoko,RFC Seraing,24,BEL1,MEIO-CAMPO
670,S. Tanaka,Kortrijk,20,BEL1,MEIO-CAMPO
671,T. Teuma,Union Saint-Gilloise,29,BEL1,MEIO-CAMPO
672,V. Odjidja-Ofoe,Gent,34,BEL1,MEIO-CAMPO
673,Y. Verschaeren,Anderlecht,22,BEL1,MEIO-CAMPO
674,A. Al-Dakhil,Sint-Truiden,21,BEL1,ZAGUEIRO
675,A. Radovanović,Kortrijk,29,BEL1,ZAGUEIRO
676,A. Sylla,Club Brugge,20,BEL1,ZAGUEIRO
677,A. Sylla,RFC Seraing,22,BEL1,ZAGUEIRO
678,A. Tanghe,Oostende,24,BEL1,ZAGUEIRO
679,B. Capon,Oostende,35,BEL1,ZAGUEIRO
680,B. Lambert,Eupen,23,BEL1,ZAGUEIRO
681,B. Mechele,Club Brugge,30,BEL1,ZAGUEIRO
682,B. Popović,Cercle Brugge,23,BEL1,ZAGUEIRO
683,Borja López,Zulte-Waregem,29,BEL1,ZAGUEIRO
684,C. Burgess,Union Saint-Gilloise,31,BEL1,ZAGUEIRO
685,C. Cuesta,Genk,24,BEL1,ZAGUEIRO
686,C. Ravych,Cercle Brugge,20,BEL1,ZAGUEIRO
687,D. Bates,Mechelen,26,BEL1,ZAGUEIRO
688,D. Dessoleil,Kortrijk,30,BEL1,ZAGUEIRO
689,D. Marcq,Charleroi,34,BEL1,ZAGUEIRO
690,D. Opare,RFC Seraing,32,BEL1,ZAGUEIRO
691,D. Ouedraogo,OH Leuven,24,BEL1,ZAGUEIRO
692,D. Wouters,Mechelen,26,BEL1,ZAGUEIRO
693,E. Pletinckx,OH Leuven,22,BEL1,ZAGUEIRO
694,F. Katelaris,Oostende,26,BEL1,ZAGUEIRO
695,F. Ricca,OH Leuven,28,BEL1,ZAGUEIRO
696,H. Delcroix,Anderlecht,24,BEL1,ZAGUEIRO
697,H. Marcelin,Cercle Brugge,23,BEL1,ZAGUEIRO
698,I. Kandouss,Union Saint-Gilloise,25,BEL1,ZAGUEIRO
699,J. Bager,Charleroi,26,BEL1,ZAGUEIRO
700,J. Daland,Cercle Brugge,23,BEL1,ZAGUEIRO
701,J. Kayembe,Charleroi,28,BEL1,ZAGUEIRO
702,J. Okumu,Gent,25,BEL1,ZAGUEIRO
703,J. Spileers,Club Brugge,18,BEL1,ZAGUEIRO
704,J. Torunarigha,Gent,25,BEL1,ZAGUEIRO
705,J. Vanlerberghe,Mechelen,26,BEL1,ZAGUEIRO
706,J. Vertonghen,Anderlecht,36,BEL1,ZAGUEIRO
707,João Silva,Kortrijk,24,BEL1,ZAGUEIRO
708,Jorge Teixeira,Sint-Truiden,36,BEL1,ZAGUEIRO
709,K. Fila,Zulte-Waregem,24,BEL1,ZAGUEIRO
710,K. Laifis,Standard Liège,29,BEL1,ZAGUEIRO
711,K. Piątkowski,Gent,23,BEL1,ZAGUEIRO
712,L. Bessile,Eupen,24,BEL1,ZAGUEIRO
713,L. Willen,Zulte-Waregem,20,BEL1,ZAGUEIRO
714,M. Bokadi,Standard Liège,27,BEL1,ZAGUEIRO
715,M. Mbow,RFC Seraing,23,BEL1,ZAGUEIRO
716,M. McKenzie,Genk,24,BEL1,ZAGUEIRO
717,M. Rodin,Oostende,27,BEL1,ZAGUEIRO
718,M. Smets,Sint-Truiden,19,BEL1,ZAGUEIRO
719,M. Tambedou,Zulte-Waregem,20,BEL1,ZAGUEIRO
720,M. Tshibuabua,RFC Seraing,21,BEL1,ZAGUEIRO
721,M. Wasinski,Kortrijk,19,BEL1,ZAGUEIRO
722,Michael Ngadeu,Gent,32,BEL1,ZAGUEIRO
723,N. Dussenne,Standard Liège,31,BEL1,ZAGUEIRO
724,N. Mehssatou,Kortrijk,20,BEL1,ZAGUEIRO
725,O. Urhoghide,Oostende,22,BEL1,ZAGUEIRO
726,P. Perdichizzi,Westerlo,30,BEL1,ZAGUEIRO
727,R. Bauer,Sint-Truiden,28,BEL1,ZAGUEIRO
728,R. Neustädter,Westerlo,35,BEL1,ZAGUEIRO
729,R. Paeshuyse,Eupen,21,BEL1,ZAGUEIRO
730,R. Seigers,Westerlo,25,BEL1,ZAGUEIRO
731,R. Sykes,Union Saint-Gilloise,24,BEL1,ZAGUEIRO
732,R. Tagir,Westerlo,20,BEL1,ZAGUEIRO
733,S. Andreou,Charleroi,20,BEL1,ZAGUEIRO
734,S. Knežević,Charleroi,26,BEL1,ZAGUEIRO
735,S. Trémoulet,RFC Seraing,23,BEL1,ZAGUEIRO
736,S. Van der Heyden,Union Saint-Gilloise,25,BEL1,ZAGUEIRO
737,T. Alderweireld,Antwerp,34,BEL1,ZAGUEIRO
738,T. Derijck,Zulte-Waregem,36,BEL1,ZAGUEIRO
739,T. Leistner,Sint-Truiden,32,BEL1,ZAGUEIRO
740,T. Peyre,Mechelen,30,BEL1,ZAGUEIRO
741,T. Watanabe,Kortrijk,26,BEL1,ZAGUEIRO
742,W. Hoedt,Anderlecht,29,BEL1,ZAGUEIRO
743,W. Janssens,Sint-Truiden,28,BEL1,ZAGUEIRO
744,W. Pacho,Antwerp,21,BEL1,ZAGUEIRO
745,Z. Debast,Anderlecht,19,BEL1,ZAGUEIRO
746,Z. Medley,Oostende,22,BEL1,ZAGUEIRO
747,Alef Manga,Pafos,28,BRA1,ATACANTE
748,Alex Teixeira,Vasco da Gama,33,BRA1,ATACANTE
749,Bruno Rodrigues,Cruzeiro,26,BRA1,ATACANTE
750,Deyverson,Cuiabá,32,BRA1,ATACANTE
751,E. Valencia,Internacional,34,BRA1,ATACANTE
752,Eduardo Sasha,Red Bull Bragantino,31,BRA1,ATACANTE
753,Endrick,Palmeiras,17,BRA1,ATACANTE
754,Everaldo,Bahia,32,BRA1,ATACANTE
755,Felipe Azevedo,América Mineiro,36,BRA1,ATACANTE
756,G. Cano,Fluminense,35,BRA1,ATACANTE
757,G. Mastriani,América Mineiro,30,BRA1,ATACANTE
758,Gabriel Barbosa,Flamengo,27,BRA1,ATACANTE
759,Gilberto,Cruzeiro,34,BRA1,ATACANTE
760,Hulk,Atlético Mineiro,37,BRA1,ATACANTE
761,I. Pitta,Cuiabá,24,BRA1,ATACANTE
762,I. Slimani,Coritiba,35,BRA1,ATACANTE
763,J. Calleri,São Paulo,30,BRA1,ATACANTE
764,J. Lucero,Fortaleza,32,BRA1,ATACANTE
765,João Magno,Goiás,26,BRA1,ATACANTE
766,John Kennedy,Fluminense,21,BRA1,ATACANTE
767,Juan,São Paulo,21,BRA1,ATACANTE
768,L. Suárez,Grêmio,36,BRA1,ATACANTE
769,Lelê,Fluminense,26,BRA1,ATACANTE
770,Luiz Adriano,Internacional,36,BRA1,ATACANTE
771,M. Benítez,América Mineiro,29,BRA1,ATACANTE
772,Marcos Leonardo,Santos,20,BRA1,ATACANTE
773,Matheus Babi,Goiás,26,BRA1,ATACANTE
774,Matheus Peixoto,Atlético GO,27,BRA1,ATACANTE
775,P. Vegetti,Vasco da Gama,34,BRA1,ATACANTE
776,Pablo,Athletico Paranaense,31,BRA1,ATACANTE
777,Paulinho,Atlético Mineiro,23,BRA1,ATACANTE
778,Pedro,Flamengo,26,BRA1,ATACANTE
779,Pedro Raul,Toluca,27,BRA1,ATACANTE
780,Róger Guedes,Al Rayyan,27,BRA1,ATACANTE
781,Rony,Palmeiras,28,BRA1,ATACANTE
782,T. Borbas,Red Bull Bragantino,21,BRA1,ATACANTE
783,Thiago Galhardo,Fortaleza,34,BRA1,ATACANTE
784,Tiquinho Soares,Botafogo,32,BRA1,ATACANTE
785,Vitor Roque,Athletico Paranaense,18,BRA1,ATACANTE
786,Y. Soteldo,Santos,26,BRA1,ATACANTE
787,Yuri Alberto,Corinthians,22,BRA1,ATACANTE
788,Á. Romero,Corinthians,31,BRA1,EXTREMO
789,Ademir,Bahia,28,BRA1,EXTREMO
790,Adson,Nantes,23,BRA1,EXTREMO
791,Allano,Goiás,28,BRA1,EXTREMO
792,Anderson Oliveira,Goiás,25,BRA1,EXTREMO
793,Arthur Gomes,Cruzeiro,25,BRA1,EXTREMO
794,Artur,Palmeiras,25,BRA1,EXTREMO
795,B. Zapelli,Athletico Paranaense,21,BRA1,EXTREMO
796,Biel,Bahia,22,BRA1,EXTREMO
797,Bitello,Dinamo Moskva,23,BRA1,EXTREMO
798,Breno Lopes,Palmeiras,27,BRA1,EXTREMO
799,Bruno Henrique,Flamengo,32,BRA1,EXTREMO
800,C. Pavón,Atlético Mineiro,27,BRA1,EXTREMO
801,Calebe,Fortaleza,23,BRA1,EXTREMO
802,Christian,Athletico Paranaense,22,BRA1,EXTREMO
803,Clayson,Cuiabá,28,BRA1,EXTREMO
804,D. Payet,Vasco da Gama,36,BRA1,EXTREMO
805,Dudu,Palmeiras,31,BRA1,EXTREMO
806,Everaldo,América Mineiro,29,BRA1,EXTREMO
807,Éverton,Flamengo,27,BRA1,EXTREMO
808,Everton Galdino,Grêmio,26,BRA1,EXTREMO
809,Éverton Ribeiro,Flamengo,34,BRA1,EXTREMO
810,Ferreira,Grêmio,25,BRA1,EXTREMO
811,Gabriel Pec,Vasco da Gama,22,BRA1,EXTREMO
812,Giuliano,Corinthians,33,BRA1,EXTREMO
813,Guilherme,Fortaleza,28,BRA1,EXTREMO
814,Helinho,Red Bull Bragantino,23,BRA1,EXTREMO
815,Henry Mosquera,Red Bull Bragantino,22,BRA1,EXTREMO
816,J. Arias,Fluminense,26,BRA1,EXTREMO
817,Jhon Jhon,Palmeiras,21,BRA1,EXTREMO
818,Jonathan Cafú,Cuiabá,32,BRA1,EXTREMO
819,Junior Santos,Botafogo,29,BRA1,EXTREMO
820,Kaio César,Coritiba,19,BRA1,EXTREMO
821,Keno,Fluminense,34,BRA1,EXTREMO
822,Lucas Moura,São Paulo,31,BRA1,EXTREMO
823,Luis Henrique,Botafogo,21,BRA1,EXTREMO
824,Luiz Araújo,Flamengo,27,BRA1,EXTREMO
825,M. Araújo,São Paulo,27,BRA1,EXTREMO
826,M. Moreno,Coritiba,28,BRA1,EXTREMO
827,M. Zaracho,Atlético Mineiro,25,BRA1,EXTREMO
828,Marinho,Fortaleza,33,BRA1,EXTREMO
829,Matheus Pereira,Cruzeiro,27,BRA1,EXTREMO
830,Maurício,Internacional,22,BRA1,EXTREMO
831,Nikão,Cruzeiro,31,BRA1,EXTREMO
832,Pedro Henrique,Internacional,33,BRA1,EXTREMO
833,Robson,Coritiba,32,BRA1,EXTREMO
834,Rodrigo Nestor,São Paulo,23,BRA1,EXTREMO
835,S. Mendoza,Santos,31,BRA1,EXTREMO
836,Sorriso,Red Bull Bragantino,22,BRA1,EXTREMO
837,Victor Sá,Botafogo,29,BRA1,EXTREMO
838,Vinícius,Goiás,30,BRA1,EXTREMO
839,Vitinho,Red Bull Bragantino,24,BRA1,EXTREMO
840,Vitor Bueno,Athletico Paranaense,29,BRA1,EXTREMO
841,Wanderson,Internacional,29,BRA1,EXTREMO
842,Wellington Rato,São Paulo,31,BRA1,EXTREMO
843,Wellington Silva,Cuiabá,30,BRA1,EXTREMO
844,Wesley,Cruzeiro,24,BRA1,EXTREMO
845,Wesley Gassova,Corinthians,18,BRA1,EXTREMO
846,Yago Pikachu,Fortaleza,31,BRA1,EXTREMO
847,A. Canobbio,Athletico Paranaense,25,BRA1,LATERAL
848,Aderlan,Red Bull Bragantino,33,BRA1,LATERAL
849,Ayrton Lucas,Flamengo,26,BRA1,LATERAL
850,B. Méndez,Corinthians,24,BRA1,LATERAL
851,Bruno Pacheco,Fortaleza,31,BRA1,LATERAL
852,C. Cándido,Bahia,28,BRA1,LATERAL
853,Caio Paulista,São Paulo,25,BRA1,LATERAL
854,Daniel Borges,América Mineiro,30,BRA1,LATERAL
855,Dieguinho,Goiás,28,BRA1,LATERAL
856,Diogo Barbosa,Fluminense,31,BRA1,LATERAL
857,Dodô,Santos,31,BRA1,LATERAL
858,F. Bustos,Internacional,27,BRA1,LATERAL
859,Fábio,Grêmio,33,BRA1,LATERAL
860,Fábio Santos,Corinthians,38,BRA1,LATERAL
861,Fágner,Corinthians,34,BRA1,LATERAL
862,Gabriel Inocêncio,Santos,29,BRA1,LATERAL
863,Gilberto,Bahia,30,BRA1,LATERAL
864,Guga,Fluminense,25,BRA1,LATERAL
865,Guilherme Arana,Atlético Mineiro,26,BRA1,LATERAL
866,Hugo,Goiás,26,BRA1,LATERAL
867,Hugo,Botafogo,22,BRA1,LATERAL
868,J. Hurtado,Red Bull Bragantino,21,BRA1,LATERAL
869,J. Piquerez,Palmeiras,25,BRA1,LATERAL
870,J. Rodríguez,Vasco da Gama,26,BRA1,LATERAL
871,Jamerson,Coritiba,25,BRA1,LATERAL
872,João Lucas,Santos,25,BRA1,LATERAL
873,João Pedro,Grêmio,31,BRA1,LATERAL
874,Juninho Capixaba,Red Bull Bragantino,26,BRA1,LATERAL
875,Kevyson,Santos,19,BRA1,LATERAL
876,Khellven,CSKA Moskva,22,BRA1,LATERAL
877,L. Di Plácido,Botafogo,29,BRA1,LATERAL
878,Luan Cândido,Red Bull Bragantino,22,BRA1,LATERAL
879,Lucas Braga,Santos,27,BRA1,LATERAL
880,Lucas Piton,Vasco da Gama,23,BRA1,LATERAL
881,Mádson,Athletico Paranaense,31,BRA1,LATERAL
882,Maguinho,Goiás,31,BRA1,LATERAL
883,Marçal,Botafogo,34,BRA1,LATERAL
884,Marcelo,Fluminense,35,BRA1,LATERAL
885,Marcos Rocha,Palmeiras,34,BRA1,LATERAL
886,Mariano,Atlético Mineiro,37,BRA1,LATERAL
887,Marlon,América Mineiro,29,BRA1,LATERAL
888,Marlon,Cruzeiro,26,BRA1,LATERAL
889,Matheus Alexandre,Cuiabá,24,BRA1,LATERAL
890,Matheus Bidu,Corinthians,24,BRA1,LATERAL
891,Mayke,Palmeiras,31,BRA1,LATERAL
892,Natanael,Coritiba,21,BRA1,LATERAL
893,Nathan,São Paulo,21,BRA1,LATERAL
894,Paulo Henrique,Vasco da Gama,27,BRA1,LATERAL
895,R. Saravia,Atlético Mineiro,30,BRA1,LATERAL
896,Rafinha,São Paulo,38,BRA1,LATERAL
897,Reinaldo,Grêmio,34,BRA1,LATERAL
898,Renê,Internacional,31,BRA1,LATERAL
899,Rikelme,Cuiabá,20,BRA1,LATERAL
900,Rodriguinho,América Mineiro,20,BRA1,LATERAL
901,Rubens,Atlético Mineiro,22,BRA1,LATERAL
902,Samuel Xavier,Fluminense,33,BRA1,LATERAL
903,Sander,Goiás,33,BRA1,LATERAL
904,T. Cuello,Athletico Paranaense,23,BRA1,LATERAL
905,Tinga,Fortaleza,30,BRA1,LATERAL
906,Vanderlan,Palmeiras,21,BRA1,LATERAL
907,Victor Luís,Coritiba,30,BRA1,LATERAL
908,Vitor Jacaré,Bahia,24,BRA1,LATERAL
909,Welington,São Paulo,22,BRA1,LATERAL
910,Wesley,Flamengo,20,BRA1,LATERAL
911,William,Cruzeiro,28,BRA1,LATERAL
912,A. Franco,Atlético Mineiro,25,BRA1,MEIO-CAMPO
913,Alan Patrick,Internacional,32,BRA1,MEIO-CAMPO
914,Alê,América Mineiro,33,BRA1,MEIO-CAMPO
915,Alex Santana,Athletico Paranaense,28,BRA1,MEIO-CAMPO
916,Alexsander,Fluminense,20,BRA1,MEIO-CAMPO
917,Alisson,São Paulo,30,BRA1,MEIO-CAMPO
918,Andrey,Coritiba,25,BRA1,MEIO-CAMPO
919,Breno Cascardo,América Mineiro,20,BRA1,MEIO-CAMPO
920,Bruno Gomes,Coritiba,22,BRA1,MEIO-CAMPO
921,Bruno Henrique,Internacional,34,BRA1,MEIO-CAMPO
922,C. Aránguiz,Internacional,34,BRA1,MEIO-CAMPO
923,C. de Pena,Internacional,31,BRA1,MEIO-CAMPO
924,Caio Alexandre,Fortaleza,24,BRA1,MEIO-CAMPO
925,Cauly,Bahia,28,BRA1,MEIO-CAMPO
926,Danilo Barbosa,Botafogo,27,BRA1,MEIO-CAMPO
927,Denilson,Cuiabá,22,BRA1,MEIO-CAMPO
928,Dodi,Santos,27,BRA1,MEIO-CAMPO
929,E. Martínez,América Mineiro,29,BRA1,MEIO-CAMPO
930,E. Pulgar,Flamengo,29,BRA1,MEIO-CAMPO
931,Edenílson,Atlético Mineiro,33,BRA1,MEIO-CAMPO
932,Eduardo,Botafogo,34,BRA1,MEIO-CAMPO
933,Eric Ramires,Red Bull Bragantino,23,BRA1,MEIO-CAMPO
934,Erick,Athletico Paranaense,26,BRA1,MEIO-CAMPO
935,Everton Morelli,Goiás,26,BRA1,MEIO-CAMPO
936,F. Carballo,Grêmio,27,BRA1,MEIO-CAMPO
937,F. Cristaldo,Grêmio,27,BRA1,MEIO-CAMPO
938,F. Vera,Corinthians,23,BRA1,MEIO-CAMPO
939,Fernandinho,Athletico Paranaense,38,BRA1,MEIO-CAMPO
940,Fernando Sobral,Cuiabá,28,BRA1,MEIO-CAMPO
941,Filipe Augusto,Cuiabá,30,BRA1,MEIO-CAMPO
942,Filipe Machado,Cruzeiro,27,BRA1,MEIO-CAMPO
943,G. de Arrascaeta,Flamengo,29,BRA1,MEIO-CAMPO
944,G. Neves,São Paulo,26,BRA1,MEIO-CAMPO
945,Gabriel,Internacional,31,BRA1,MEIO-CAMPO
946,Gabriel Menino,Palmeiras,23,BRA1,MEIO-CAMPO
947,Gabriel Moscardo,Corinthians,18,BRA1,MEIO-CAMPO
948,Gabriel Pires,Botafogo,30,BRA1,MEIO-CAMPO
949,Gerson,Flamengo,26,BRA1,MEIO-CAMPO
950,Guilherme Marques,Goiás,32,BRA1,MEIO-CAMPO
951,Hugo Moura,Athletico Paranaense,25,BRA1,MEIO-CAMPO
952,Igor Gomes,Atlético Mineiro,24,BRA1,MEIO-CAMPO
953,J. Cardoso,Internacional,22,BRA1,MEIO-CAMPO
954,J. Palacios,Goiás,24,BRA1,MEIO-CAMPO
955,Jadsom Silva,Red Bull Bragantino,22,BRA1,MEIO-CAMPO
956,Jair,Vasco da Gama,29,BRA1,MEIO-CAMPO
957,Jean Lucas,Santos,25,BRA1,MEIO-CAMPO
958,José Welison,Fortaleza,28,BRA1,MEIO-CAMPO
959,Juninho,América Mineiro,36,BRA1,MEIO-CAMPO
960,Lima,Fluminense,27,BRA1,MEIO-CAMPO
961,Lucas Evangelista,Red Bull Bragantino,28,BRA1,MEIO-CAMPO
962,Lucas Kal,América Mineiro,27,BRA1,MEIO-CAMPO
963,Lucas Lima,Santos,33,BRA1,MEIO-CAMPO
964,Lucas Sasha,Fortaleza,33,BRA1,MEIO-CAMPO
